@relation gestures

@attribute wMax numeric
@attribute wMin numeric
@attribute wMean numeric
@attribute wMed numeric
@attribute wVar numeric
@attribute wTVar numeric
@attribute wAUC numeric
@attribute rMax numeric
@attribute rMin numeric
@attribute rMean numeric
@attribute rMed numeric
@attribute rVar numeric
@attribute rTVar numeric
@attribute rAUC numeric
@attribute cMax numeric
@attribute cMin numeric
@attribute cMean numeric
@attribute cMed numeric
@attribute cVar numeric
@attribute cTVar numeric
@attribute cAUC numeric
@attribute label {notouch, constant, rub, pat, scratch, stroke,tickle}

@data
358,3,88.11111111,40,7929.277259,1983,9516,6.808510638,2.333333333,5.049835562,5.112836439,0.788562128,82.89065353,545.3822407,7.894736842,4.047368421,5.684493144,5.640068493,1.133914734,95.68615086,613.9252596,stroke
310,14,114.2777778,99.5,6994.613707,2567,12342,6.737991266,3.117647059,4.907438077,4.849025974,0.765783642,57.60386101,530.0033123,8.119047619,3.138888889,5.445341677,5.272836376,1.159844091,81.28185266,588.0969011,stroke
245,13,99.09259259,86.5,4190.813776,2722,10702,7.5,3.526315789,5.557740804,5.581632653,0.528429974,55.7772725,600.2360069,7.857142857,3.545454545,5.384911838,5.196317829,0.852206922,84.00522228,581.5704785,stroke
379,45,155.6296296,148,5197.394254,5943,16808,6.904109589,4.397297297,5.681272736,5.734996786,0.277452837,31.88279159,613.5774555,6.609375,3.508196721,4.57603858,4.504732066,0.20958973,49.77903473,494.2121666,tickle
426,28,123.8425926,94.5,5698.096487,4866,13375,6.6375,4.073033708,5.392705688,5.44910432,0.312945528,51.29796895,582.4122143,6.584615385,3.684782609,4.683161757,4.600919913,0.302359918,69.34947416,505.7814698,tickle
391,46,127.6296296,105,4520.4036,4764,13784,6.684210526,3.844155844,5.264900471,5.338383838,0.535798396,47.47468796,568.6092508,6.239130435,3.672131148,4.713892064,4.701995921,0.220720227,57.11021309,509.1003429,tickle
356,52,140.1851852,135,3770.638283,4928,15140,6.928571429,3.52,5.381698247,5.55703904,0.70185332,39.71876153,581.2234107,6.25,3.295081967,4.666469735,4.612917097,0.255636096,57.48976595,503.9787314,tickle
1488,1300,1404.287037,1409.5,1715.085064,2379,151663,4.583333333,4.43665959,4.50974653,4.509632711,0.001011215,3.961740763,487.0526252,3.400273224,3.155871886,3.279174042,3.284725432,0.002968352,6.541792841,354.1507966,constant
1488,1368,1429.638889,1430,724.7562305,2615,154401,4.556533514,4.376521117,4.472369335,4.471296125,0.001367416,3.914393367,483.0158882,3.342087542,3.074074074,3.212463635,3.216517247,0.003161851,6.504772566,346.9460726,constant
1493,1291,1435.648148,1447,2162.847006,2670,155050,4.551420839,4.359941945,4.470924274,4.474330999,0.001491973,3.907884612,482.8598216,3.300475867,3.044709389,3.185357043,3.186745121,0.003556535,6.38170088,344.0185606,constant
1549,1408,1465.555556,1467.5,1064.080997,2851,158280,4.565472313,4.397463002,4.486382751,4.489519052,0.00111069,4.441883141,484.5293371,3.345384119,3.101479915,3.206175298,3.199556665,0.002545031,6.321247233,346.2669322,constant
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,notouch
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,notouch
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,notouch
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,notouch
709,28,145.0185185,58.5,31710.99031,7173,15662,6.363636364,4,5.224900101,5.191030118,0.203856128,51.86662226,564.2892109,6.707317073,3.807692308,4.943185915,4.794907407,0.403331204,70.43486786,533.8640788,pat
770,22,175.1851852,66.5,42757.4794,8514,18920,6.475409836,4.095238095,5.335747452,5.302542373,0.144238721,38.86411864,576.2607248,6.954545455,3.41509434,4.88040092,4.783998016,0.600731938,76.47470279,527.0832993,pat
680,23,140.6203704,59,30399.06014,7391,15187,6.629032258,4.121212121,5.310400514,5.25872211,0.175186434,47.73222074,573.5232555,6.529411765,3.571428571,4.822039933,4.682608696,0.551162529,90.08306647,520.7803128,pat
699,26,133.6018519,58,26086.14841,6867,14429,6.423611111,4.236363636,5.328893821,5.309563994,0.168729038,46.63652375,575.5205326,7.192307692,3.408888889,4.990962318,4.967534014,0.68608757,89.59229197,539.0239303,pat
208,62,119.287037,118.5,876.3000173,2931,12883,6.35106383,4.384057971,5.472176831,5.451529412,0.20491057,38.34113897,590.9950977,6.77,4.678571429,5.53417151,5.494604317,0.18575485,47.95054114,597.6905231,rub
203,34,101.7314815,96.5,1137.787037,2810,10987,6.64,4.297520661,5.418942739,5.475071225,0.211580589,42.46025748,585.2458158,6.630769231,3.8,5.413484648,5.432154849,0.285355693,61.77390114,584.656342,rub
187,27,99.22222222,100,1167.034268,2701,10716,6.692307692,4.25,5.595431389,5.651702703,0.264351029,43.93798118,604.30659,7.291666667,4.3125,5.64320897,5.593103448,0.286131953,55.82289203,609.4665688,rub
196,40,94.77777778,87.5,1213.389408,2716,10236,6.457142857,4.327272727,5.456362451,5.479480164,0.198736604,46.48953257,589.2871447,7.321428571,4.37704918,5.964684033,5.980435585,0.393694586,64.01461756,644.1858755,rub
715,221,503.8703704,517.5,9696.562478,5059,54418,6.10955711,5.781976744,5.938902086,5.943059501,0.00317136,5.901614307,641.4014253,6.271493213,5.793956044,6.064194557,6.076376844,0.006140101,8.141497426,654.9330121,scratch
678,339,510.3148148,506.5,5416.516788,4377,55114,6.058704453,5.83902439,5.964023043,5.96798805,0.002342696,5.682134415,644.1144886,6.202083333,5.877192982,6.058156059,6.055690399,0.006118418,7.794131043,654.2808544,scratch
705,352,568.1851852,578,6727.703704,3891,61364,6.068904594,5.834710744,5.95541485,5.960072464,0.00167412,4.068093594,643.1848038,6.212809917,5.888316151,6.035181484,6.041001401,0.005083796,7.944740595,651.7996003,scratch
715,388,561.9259259,556.5,5766.573901,4647,60688,6.071906355,5.788659794,5.960108275,5.963075368,0.002132768,5.119294697,643.6916937,6.309716599,5.865963855,6.058824335,6.063890295,0.006008245,8.511319772,654.3530282,scratch
356,16,150.1203704,155.5,11582.72369,3332,16213,6.851851852,3.6,5.52498283,5.606850117,0.376454712,52.42866277,596.6981456,7.7,2.703703704,5.12112146,4.864554592,0.963681725,78.44185313,553.0811177,stroke
449,16,188.1574074,205.5,15565.98434,3922,20321,6.393442623,4.168091168,5.635388336,5.693744627,0.247866857,41.72671149,608.6219403,7.666666667,3.773584906,4.88222357,4.616541353,0.707520632,70.04672977,527.2801455,stroke
605,18,215.9444444,234,12656.87539,4266,23322,6.914414414,3.575757576,5.423476639,5.465858306,0.352544589,34.52259694,585.735477,6.558823529,3.859375,4.643596326,4.558241314,0.328250788,53.42991249,501.5084033,stroke
398,16,146.3240741,162.5,10423.36128,3468,15803,6.85,3.70212766,5.520490557,5.483521303,0.323905611,42.99815783,596.2129801,8.388888889,3.748502994,5.13456248,4.903018737,0.816538901,91.28945945,554.5327479,stroke
395,55,201.2314815,186,6536.516009,4811,21733,6.015151515,4.582524272,5.308155925,5.28294335,0.042808171,21.34897084,573.2808399,7.381818182,5.524137931,6.171298291,6.156630344,0.092559647,39.43184773,666.5002154,tickle
374,41,180.8611111,166.5,4696.86838,4865,19533,5.898734177,4.730337079,5.258656969,5.214013086,0.043722223,22.66384413,567.9349526,6.935779817,5.469273743,6.132906062,6.135594396,0.093005825,37.13557192,662.3538547,tickle
476,23,172.5833333,153,8641.21729,4928,18639,5.886227545,4.797619048,5.245289536,5.20090135,0.049248157,22.87201914,566.4912699,7.097560976,4.470588235,6.128631259,6.154616879,0.165548096,50.74869634,661.892176,tickle
297,31,148.0555556,133.5,3671.043614,4298,15990,6.289156627,4.904761905,5.444433295,5.417792208,0.076593732,30.32038131,587.9987959,7.375,5.021052632,6.145289428,6.14181601,0.155648327,50.92616996,663.6912582,tickle
2855,2587,2723.046296,2719,4819.39036,2475,294089,6.202160494,6.089779986,6.149086074,6.154742794,0.000715677,1.857037871,664.101296,5.028901734,4.903340441,4.963245711,4.964588188,0.000732675,3.195422746,536.0305368,constant
2870,2760,2816.462963,2819,458.5687089,2458,304178,6.145728643,6.086090359,6.112558909,6.112962542,0.000162585,1.322287518,660.1563622,4.96539422,4.870521462,4.919250356,4.917992243,0.000548341,2.861025185,531.2790385,constant
2927,2818,2873.12963,2873,646.5250952,2160,310298,6.137931034,6.071755188,6.102355692,6.103551526,0.00015163,1.394287379,659.0544148,4.991131607,4.890646976,4.93942107,4.937205809,0.000445362,2.511876897,533.4574756,constant
2913,2832,2878.981481,2879.5,278.5790931,2095,310930,6.133193863,6.083304408,6.106770551,6.105894689,9.52E-05,1.22734798,659.5312195,5.01074896,4.895470383,4.946509009,4.946589654,0.000438734,2.648812922,534.2229729,constant
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,notouch
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,notouch
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,notouch
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,notouch
1785,483,898.9351852,713.5,129771.0518,12393,97085,8.198757764,5.961344538,7.441979375,7.793096841,0.417841258,24.70647729,803.7337725,6.212168487,4.836395451,5.56792483,5.673465825,0.13023139,17.44804314,601.3358817,pat
1907,595,959.5185185,732.5,137728.2333,12668,103628,7.948470209,5.893550079,7.29082692,7.685480502,0.379501633,20.67472203,787.4093074,5.959807074,4.710015732,5.455359552,5.670941214,0.181730462,16.93108269,589.1788316,pat
1709,631,1017.601852,818,117692.2045,11646,109901,7.9501868,6.26730885,7.285850859,7.620450883,0.300877267,19.80473144,786.8718927,6.039589443,4.715623171,5.44395423,5.618693058,0.169716997,17.4125638,587.9470569,pat
2025,603,949.3240741,791.5,108812.9127,13034,102527,7.856568365,5.910876133,7.426895881,7.716746466,0.265969015,22.31172955,802.1047552,5.963343109,4.707153886,5.48771711,5.628404907,0.121310063,16.8988767,592.6734479,pat
2007,831,1236.472222,1166.5,73556.19548,9546,133539,7.128634361,5.716793893,6.413285942,6.407072368,0.069375875,12.7945786,692.6348818,6.484304933,5.005287009,5.651121844,5.591499292,0.137641723,11.39607063,610.3211592,rub
1670,787,1231.981481,1216.5,36644.28003,7126,133054,6.950607903,5.596947935,6.390482498,6.411609588,0.08265977,12.27032346,690.1721097,6.492957746,5.13877551,5.727071354,5.677161344,0.086356654,9.468047947,618.5237063,rub
1775,661,1102.138889,1005.5,79594.96184,8716,119031,6.675385647,5.634114583,6.238435745,6.238661782,0.033967734,10.99541853,673.7510604,6.113207547,4.560747664,5.257069674,5.216799248,0.152706987,12.93052973,567.7635248,rub
1902,585,1074.175926,1056.5,65585.19306,9414,116011,6.852313167,5.477139508,6.241780735,6.240832308,0.100195194,13.6233629,674.1123194,7.039203085,4.848336595,5.880835245,5.840305923,0.226881802,13.41489173,635.1302065,rub
929,241,539.0185185,513,23843.66321,6711,58214,6.461756374,4.990180033,5.579909412,5.465928541,0.11403526,19.2632975,602.6302165,6.032178218,4.6203125,5.194789015,5.15981441,0.09526162,20.13782448,561.0372136,scratch
1060,293,607.7037037,563,28236.69643,8284,65632,6.441734417,4.912248629,5.64731258,5.678624973,0.101370359,17.11225199,609.9097586,6.028195489,4.727083333,5.338203394,5.287297369,0.077117824,16.78455786,576.5259666,scratch
933,213,516.3703704,502,22829.46902,8722,55768,6.231182796,4.745679012,5.53974815,5.532081719,0.076487755,17.73566852,598.2928002,6.426853707,4.713768116,5.54504555,5.487817581,0.170524251,19.9649662,598.8649194,scratch
1014,311,590.1481481,575.5,16658.44514,8769,63736,5.740282686,4.559566787,5.116940463,5.078551236,0.074831618,15.690515,552.62957,6.396330275,4.544600939,5.47588926,5.557966457,0.201387921,18.15986587,591.3960401,scratch
1110,40,423.6018519,412,62927.51289,5614,45749,8.245791246,4.322033898,5.946931934,5.733915344,1.003188824,30.4801112,642.2686489,6.818181818,4.485086342,5.224212487,4.95482957,0.425813799,31.85376692,564.2149486,stroke
1206,41,401.5925926,425.5,73165.77639,6541,43372,8.201550388,4.600694444,5.971406233,5.971619694,0.856025615,32.68968965,644.9118731,6.978494624,4.458119658,5.319726886,5.148069476,0.32293347,32.36438845,574.5305037,stroke
749,23,211.5185185,186,24237.87816,4548,22844,7.888888889,4.460674157,5.573825742,5.393803644,0.652235776,50.68808577,601.9731801,7.060606061,3.914893617,5.346460389,5.142713904,0.454842568,49.37320806,577.417722,stroke
617,13,241.0648148,243.5,30195.7995,4342,26035,7.193548387,4.18115942,5.366024416,5.296775939,0.425680521,40.20345937,579.5306369,8.4,3.095238095,5.335659476,5.066409266,0.822188621,56.39622474,576.2512234,stroke
342,114,215.8888889,216,2584.809969,3727,23316,5.933333333,4.702194357,5.27285297,5.236056396,0.073704369,25.84691241,569.4681208,6.273913043,3.972789116,5.30504698,5.366469168,0.228053241,39.23812316,572.9450739,tickle
360,110,242.1944444,247.5,2516.288941,3269,26157,5.855421687,4.686206897,5.192185169,5.170527859,0.063885915,22.1387056,560.7559983,6.677419355,4.195833333,5.269172572,5.264367816,0.212426589,36.77194305,569.0706378,tickle
407,151,238.4074074,235,3163.608169,3358,25748,5.843575419,4.496855346,5.161196517,5.143603286,0.068628121,21.38557026,557.4092238,6.481927711,4.308823529,5.202428999,5.176224348,0.181572871,31.80928844,561.8623319,tickle
296,81,192.0555556,199,2176.426791,3832,20742,6.112359551,4.550660793,5.173821861,5.159766014,0.098567531,30.16317054,558.772761,5.919354839,3.734513274,4.95691658,4.999077643,0.218901098,42.73403675,535.3469907,tickle
2429,2206,2320.277778,2326.5,3617.604361,2579,250590,5.529818496,5.454231434,5.488328047,5.488333797,0.00028742,2.175024412,592.739429,6.297709924,6.139126712,6.219708328,6.219557765,0.001029264,4.080308585,671.7284994,constant
2492,2376,2434.111111,2436,577.5202492,2772,262884,5.506072874,5.450205761,5.478618309,5.477383409,0.000143722,1.548836581,591.6907773,6.346453465,6.2,6.276647032,6.276556164,0.001474134,3.886950179,677.8778794,constant
2488,2391,2432.657407,2434,400.3207857,2536,262727,5.524650781,5.457083333,5.491723738,5.491779683,0.00015872,1.551209586,593.1061637,6.405179616,6.267408323,6.334881149,6.335104366,0.000846871,3.801245247,684.1671641,constant
2515,2397,2443.240741,2443,393.4181378,2182,263870,5.52790224,5.446773531,5.490665219,5.491289916,0.00015155,1.368540808,592.9918437,6.389900662,6.274095161,6.322666096,6.323420807,0.000659744,3.114776798,682.8479384,constant
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,notouch
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,notouch
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,notouch
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,notouch
535,25,84.80555556,51,12017.98988,5066,9159,7.164948454,4.612903226,5.807253131,5.773305603,0.249093864,63.60507497,627.1833381,7.282051282,3.921052632,5.910196271,6.0892676,0.613889297,98.93103524,638.3011973,pat
590,32,97.24074074,56.5,15385.79197,5076,10502,6.788461538,4.304347826,5.742534312,5.728219697,0.146250469,44.9323737,620.1937057,7.34375,4.595744681,5.873842272,5.849358974,0.326353918,71.51573368,634.3749653,pat
575,30,99.90740741,53,14259.84181,5464,10790,6.694915254,4.804878049,5.719393422,5.674397032,0.183420863,52.42113783,617.6944896,7.203389831,4.549019608,5.885599217,5.922619048,0.230223968,59.23885978,635.6447155,pat
663,32,100.1481481,54,18057.06196,6502,10816,7.12,4.583333333,5.782908825,5.718573213,0.240013781,59.22021516,624.5541532,7.210526316,3.966101695,5.917624086,6.065652952,0.543270486,91.62420016,639.1034013,pat
201,64,110.8333333,108.5,696.588785,3000,11970,6.985915493,3.991071429,5.634892946,5.649845201,0.486827554,48.36540686,608.5684381,6.9125,4.391304348,5.771815227,5.820264885,0.318030081,70.34488395,623.3560446,rub
196,75,130.1481481,126,756.5385947,3019,14056,7.113207547,4.407407407,5.743119642,5.73706512,0.405953045,41.39115299,620.2569214,6.764705882,4.547169811,5.780243951,5.782926918,0.219907511,58.79661066,624.2663467,rub
240,91,142.2407407,140,738.0349602,2867,15362,6.984375,4.3,5.715264066,5.715659341,0.4903059,39.08946031,617.2485191,6.365517241,4.451851852,5.583900014,5.608472604,0.157765136,42.6426458,603.0612015,rub
195,60,122.8148148,120.5,912.7878159,2255,13264,7.417989418,3.878787879,5.66186826,5.664728682,0.535420287,36.03155583,611.4817721,6.4453125,5.037974684,5.719198826,5.706326988,0.113265141,34.80883552,617.6734732,rub
743,8,156.6203704,84,27605.07883,9667,16915,7,4.235294118,5.673304213,5.599313023,0.37885685,57.39199914,612.716855,7.853658537,3.516129032,6.59188434,6.85091964,0.745284759,84.95998247,711.9235087,scratch
562,18,153.7777778,92.5,16426.56698,7874,16608,7.16,4.384615385,5.647556124,5.532858269,0.251093866,51.94030988,609.9360614,8.5,4.114285714,6.592391581,6.868809524,0.688338842,87.37942728,711.9782907,scratch
510,18,153.537037,88.5,17871.95189,8047,16582,6.76744186,4.333333333,5.651889671,5.638907176,0.321392393,55.69869245,610.4040845,7.888888889,4.642857143,6.70310914,6.8727734,0.444679769,74.88162846,723.9357871,scratch
436,20,120.2592593,70,11591.82001,6937,12988,6.754716981,4.285714286,5.443018734,5.454550898,0.305210976,59.06223113,587.8460233,7.943548387,4.214285714,6.525484307,6.708431604,0.810426961,94.82393941,704.7523052,scratch
350,12,117.3981481,74.5,8798.970838,3841,12679,7.076923077,3.347560976,5.600307426,5.644481349,0.600618313,74.41493246,604.833202,8.8125,4.326923077,6.20978106,6.08450758,0.820325936,99.10063334,670.6563545,stroke
325,13,124.462963,79,10361.78366,2565,13442,7.107438017,3.84,5.465877883,5.437057992,0.694502134,66.02723179,590.3148114,8.580645161,4.782608696,6.246932056,6.145959485,0.496582477,75.46316515,674.668662,stroke
253,9,88.55555556,41.5,6165.838006,2278,9564,7.65,3.411764706,5.601330835,5.693957115,0.652569639,54.33537,604.9437302,8.636363636,4.576923077,6.094661186,6.044855967,0.441336692,63.70408454,658.223408,stroke
274,11,105.4351852,108,4933.874264,2922,11387,7.052631579,3.384615385,5.435913834,5.353878217,0.655750258,56.37145231,587.0786941,8.44,3.965517241,5.95179446,5.931091985,0.62061483,83.55000835,642.7938017,stroke
229,30,81.99074074,79.5,1233.112063,3093,8855,7.676767677,4.566666667,6.45989461,6.464533493,0.368820411,57.43874042,697.6686179,7.536585366,4.265306122,5.995035889,5.990988065,0.464031125,73.44520881,647.463876,tickle
210,34,89.77777778,83.5,1506.361371,3399,9696,7.842105263,4.888888889,6.36061039,6.258851675,0.388192586,47.12826081,686.9459221,7.886363636,4.637931034,6.112671871,6.084926073,0.421072361,79.94438908,660.1685621,tickle
289,24,95.28703704,87.5,2075.870111,3510,10291,7.144927536,4.756756757,6.161732537,6.220683728,0.238512185,49.27847661,665.467114,8.25,4.147058824,5.931093004,5.902321829,0.422069884,71.36539992,640.5580445,tickle
279,27,105.8333333,94,2970.327103,3916,11430,7.480582524,4.785714286,6.307228621,6.385309417,0.314778101,51.00476778,681.180691,7.84375,4.195121951,5.881517587,5.851850172,0.345235846,69.41663525,635.2038994,tickle
6848,6033,6396.453704,6444.5,39096.60531,3261,690817,6.217429707,6.102459684,6.159362742,6.160601628,0.000805817,0.594698601,665.2111761,6.754286639,6.59819061,6.678241217,6.665721861,0.00124564,1.182160898,721.2500515,constant
6215,5713,6067.425926,6095,14563.7982,3682,655282,6.127365476,6.083750202,6.108258138,6.109163393,0.000102519,0.82921471,659.6918789,6.868026499,6.709929887,6.7745075,6.772727587,0.000691316,1.746487747,731.64681,constant
6238,5809,6004.083333,5992,10605.03037,3240,648441,6.119799499,6.077212806,6.100865178,6.099966367,5.42E-05,0.989911289,658.8934392,6.870141039,6.744381568,6.806560444,6.812224371,0.000665779,1.804146152,735.108528,constant
6159,5697,6033.259259,6049,5889.50225,2561,651592,6.116962025,6.04578564,6.090958349,6.097627863,0.000289067,0.759254049,657.8235017,6.848633973,6.683409686,6.778690308,6.790732063,0.002061981,1.112477398,732.0985533,constant
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,notouch
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,notouch
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,notouch
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,notouch
1551,18,144.3796296,43,78452.9293,8542,15593,7.356097561,4.481481481,5.61870363,5.513424264,0.321060025,56.6865033,606.819992,7.928571429,4.604651163,6.259493247,6.175492611,0.427443042,77.15351354,676.0252707,pat
1568,15,152.7314815,47,84934.21694,9347,16495,7.552631579,3.263157895,5.763017138,5.787072445,0.642800454,87.33629315,622.4058509,8.333333333,3.368421053,6.069302162,6.059262511,0.967660661,117.2041147,655.4846335,pat
1599,9,168.0185185,49,97417.42021,10444,18146,7.827586207,3.217391304,5.71231466,5.689291101,0.638189263,98.22598485,616.9299832,8.294117647,3.638888889,5.73459781,5.532497542,1.24085109,135.4961928,619.3365634,pat
1637,19,202.7037037,48.5,140763.0329,10624,21892,7.79144385,4.045454545,5.690120057,5.566392479,0.427897484,79.93774171,614.5329662,7.875,4.125,5.843791072,5.728110599,0.918964394,122.8702443,631.1294358,pat
8204,2766,5335.175926,5041,1999985.772,22131,576199,5.735926688,4.755048288,5.280786822,5.265977119,0.048461601,4.992010829,570.3249767,6.022920051,3.760271757,4.866599376,4.824681473,0.492478125,8.925500265,525.5927326,rub
6176,3005,4368.601852,4156.5,598755.6064,15680,471809,5.679763018,4.319214347,5.00734083,5.111549613,0.157343837,7.124274106,540.7928097,5.404319654,3.339456662,4.280816141,4.158176714,0.337234028,9.08777948,462.3281432,rub
7378,2840,4642.564815,4591,871153.9677,16027,501397,5.575757576,4.289756526,4.868361211,4.892709447,0.085622931,5.6557061,525.7830108,5.905824994,3.376008906,4.995654139,5.08424415,0.468889811,6.702032568,539.530647,rub
6771,3682,5008.203704,4957,575879.8834,16704,540886,5.848423605,4.521902967,5.192184934,5.092226603,0.131392151,5.291370767,560.7559729,7.116800329,3.06126518,4.931690096,5.077999803,1.529103706,12.94172662,532.6225304,rub
1267,10,466.1388889,475,88322.04595,12122,50343,7.620289855,3.9,5.839272971,5.528149387,0.778315427,33.99370509,630.6414809,7.933898305,4.25,7.180930424,7.44989083,0.584839239,32.7084232,775.5404858,scratch
1449,35,418.7407407,359.5,96395.40879,11026,45224,8.148648649,3.388826816,6.496939908,6.990082182,1.723796498,27.77109366,701.6695101,8.186700767,3.552631579,5.316409834,4.875786164,1.485870848,30.14007931,574.172262,scratch
1467,40,473.2407407,419.5,117089.8667,9464,51110,6.31884058,3.112643678,4.455452065,4.380911346,0.370172199,36.0938182,481.188823,7.802325581,4.088105727,6.172975878,6.743978824,1.477923241,33.12433481,666.6813948,scratch
866,30,381.3518519,348.5,45967.7442,8162,41186,8.510178117,5.133333333,7.038940159,6.876778959,0.587903949,27.0375074,760.2055372,7.76059322,4.729281768,6.316958153,6.58513851,0.77866197,33.77468611,682.2314806,scratch
388,25,161.5092593,173.5,12324.55132,2984,17443,6.766666667,4.24852071,5.579580604,5.613375131,0.456731058,35.45054163,602.5947052,7.575757576,4.225490196,5.281250759,5.021156089,0.587306093,53.30696485,570.3750819,stroke
469,10,175.962963,217.5,16842.036,3790,19004,7.363636364,4.174545455,5.410556189,5.327913279,0.636110529,45.20542349,584.3400684,8.166666667,3.804054054,5.423784635,5.070915747,0.88028753,57.26094759,585.7687406,stroke
457,21,177.6574074,165.5,16538.47032,4326,19187,7.378378378,3.889624724,5.541599257,5.538082437,0.652704139,50.6034814,598.4927197,8.24,4.037914692,5.597825191,5.421668512,0.771011002,71.53994748,604.5651206,stroke
495,17,177.4907407,159.5,19189.99057,3614,19169,7.25,3.230769231,5.65428582,5.764902922,0.569204411,54.15766278,610.6628685,8.268292683,3.64516129,5.483024976,5.223412517,1.081184639,94.77418487,592.1666975,stroke
858,14,427.3703704,469,77282.53444,8480,46156,7.899305556,3.181333333,5.332699463,4.508064516,2.058707198,41.63043349,575.931542,7.960526316,3.848484848,6.673951487,6.959605704,1.224775882,50.08062426,720.7867606,tickle
956,12,472.9166667,514,83167.6472,7492,51075,7.105263158,4.029171529,4.837377602,4.4785428,0.613392257,27.13498388,522.4367811,8.357142857,4.113832853,5.198411725,4.976746706,1.096435128,37.30775146,561.4284663,tickle
1531,5,683.037037,849.5,175664.6341,8227,73768,6.99870801,3.982290437,5.531062827,5.537878788,1.67767643,31.61280884,597.3547853,8.230769231,3.642857143,6.593480794,6.844242424,0.625296731,61.46922468,712.0959258,tickle
848,13,465.7592593,523,62595.39945,8688,50302,7.303030303,4.02970297,4.757889582,4.98921637,0.456955897,31.97723623,513.8520748,8.2,4.175595238,6.087042654,6.868658088,1.451522411,41.31844879,657.4006066,tickle
671,512,579.4074074,580.5,1610.281066,4390,62576,5.865417376,5.506616257,5.682203708,5.689144559,0.005603909,8.524824596,613.6780005,5.958984375,5.418487395,5.673841535,5.669604599,0.015968537,16.45501254,612.7748858,constant
667,542,602.9907407,602,831.747577,3862,65123,5.861614498,5.49847561,5.675060577,5.684494018,0.005689562,9.137461288,612.9065423,5.88762215,5.316639742,5.580793214,5.585078824,0.018170253,16.19441577,602.7256671,constant
706,606,657.3796296,658,721.0788335,2747,70997,5.850290698,5.504901961,5.692093649,5.694515923,0.004886198,9.776347802,614.7461141,5.87826087,5.285488959,5.529435266,5.481641337,0.019764272,18.55298649,597.1790088,constant
758,614,680.3888889,681.5,1094.426791,3844,73482,5.788856305,5.454402516,5.649869031,5.657508551,0.004911243,8.905303656,610.1858553,5.715821813,5.263975155,5.479207436,5.45849667,0.013099977,16.42481076,591.7544031,constant
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,notouch
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,notouch
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,notouch
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,notouch
542,22,137.7037037,68,16273.10765,2790,14872,6.888888889,4.363636364,5.699157913,5.627568493,0.339639408,46.97717984,615.5090546,7.966666667,4.375,6.483383725,6.477348777,0.63906153,70.60258239,700.2054423,pat
468,37,163.5925926,117,13358.05677,3259,17668,6.121212121,4.636363636,5.481922384,5.558329936,0.150418233,32.19774311,592.0476174,7.625,5.141868512,6.36491246,6.405046225,0.462984278,50.12129886,687.4105457,pat
358,76,200.7962963,177,4976.574939,2824,21686,5.95154185,4.967479675,5.525379071,5.530305603,0.028895312,19.6300271,596.7409397,7.62,5.610561056,6.657718758,6.689246615,0.314917268,34.22302001,719.0336258,pat
529,113,285.5925926,309,7057.626861,2798,30844,5.853333333,5.013232514,5.464336044,5.453144078,0.022114464,16.72566483,590.1482927,7.74829932,5.474480151,6.479771044,6.359842719,0.284594822,40.01721687,699.8152727,pat
303,81,190.2592593,185.5,2296.249913,3188,20548,6.907801418,5.274725275,6.133136842,6.131277056,0.120069575,28.44780332,662.3787789,6.033707865,4.668508287,5.315909191,5.325757576,0.07452434,28.25332679,574.1181926,rub
254,66,142.6296296,138,1188.777432,2934,15404,6.162790698,4.145833333,5.412784746,5.41102794,0.167653697,39.81731935,584.5807526,6.354166667,4.583333333,5.431569399,5.391414141,0.102943905,35.19477496,586.6094951,rub
269,85,169.7685185,170,1670.572084,3035,18335,6.061728395,4.180645161,5.12258356,5.096830613,0.156868538,30.54996851,553.2390245,6.152173913,4.432692308,5.599484187,5.666483516,0.103027298,24.36399303,604.7442922,rub
